"ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default_payment_next_month"
6419,80000,1,1,1,38,0,0,2,0,0,0,20708,29085,29282,29270,29078,28652,2000,1200,588,588,574,0,0
6420,50000,2,2,2,27,0,0,2,0,0,0,20755,31439,30394,29994,29834,15960,1670,0,0,0,0,0,0
6421,230000,1,2,2,33,0,0,0,0,0,2,7702,81703,83290,85085,89707,63787,2002,2952,3107,6056,0,3000,1
6422,260000,2,2,2,28,0,0,0,0,0,0,107314,137875,124871,118193,121283,124109,7000,6000,5000,5000,5000,5000,0
6423,210000,1,1,2,34,0,0,0,0,0,0,29547,28267,29708,25407,25109,23320,5000,3000,800,5000,5000,2000,0
6424,180000,1,1,2,28,0,0,0,0,0,-1,82265,18399,29973,42347,-53,10653,5000,22119,17012,0,10706,9659,0
6425,260000,1,3,1,38,0,0,0,0,0,0,146018,72419,64537,60228,59038,58738,7631,3022,2502,2250,2350,2200,0
6426,140000,1,2,1,39,-1,-1,-2,-2,-2,-2,29480,3605,4308,3713,5133,5749,2800,4315,3713,5133,5749,6762,0
6427,2e+05,2,1,2,24,3,2,2,2,0,0,28806,97562,104365,101783,101603,103457,1804,8440,0,3873,7733,0,1
6428,50000,2,2,2,23,0,0,0,0,0,0,17962,7954,9777,10026,9657,9279,1300,2000,1000,504,1000,2000,0
6429,2e+05,2,2,2,25,2,2,0,0,0,0,19954,119948,135259,95956,97770,92206,2900,18259,3456,3770,3706,3708,1
6430,20000,1,2,2,21,0,0,0,0,0,0,7544,10038,9784,9984,9780,0,1500,1000,200,196,0,0,1
6431,50000,1,2,2,35,-1,-1,-1,-1,-1,0,780,0,390,390,28094,28263,906,390,390,28094,1011,965,0
6432,290000,1,1,1,37,0,0,0,0,0,0,114133,169943,137358,132792,135652,139389,6747,4883,4753,5000,6000,6000,0
6433,20000,2,3,1,53,0,0,0,-2,-2,-2,11237,12870,0,0,0,0,1091,0,0,0,0,0,0
6434,50000,2,1,1,38,-1,-1,-1,-2,-1,-1,29391,500,0,0,6360,11220,2000,0,0,6360,11220,0,0
6435,150000,2,1,2,39,3,2,2,-1,-1,-2,3022,99,0,1980,0,0,2260,0,1980,0,0,0,0
6436,150000,1,2,1,36,-1,-1,2,2,2,0,5358,5376,3878,4824,2720,1526,2426,397,2720,0,1000,435,0
6437,50000,1,2,2,26,-1,0,0,0,0,0,48399,50581,46567,27211,28274,29005,2000,2000,1000,1500,1500,2000,0
6438,240000,2,2,1,35,0,0,0,-1,-1,-1,90258,18463,16022,10880,2558,2324,3678,6191,10892,2558,2332,4099,0
6439,80000,2,2,3,54,-1,-1,-1,-1,-1,2,23498,316,632,150,632,166,1538,632,150,632,0,0,0
6440,2e+05,2,1,2,33,-2,-2,-2,-2,-2,-2,12271,0,510,0,162,0,1110,510,0,162,0,0,0
6441,70000,2,2,2,30,1,-1,0,0,0,0,26650,10228,49243,49651,22569,15429,2193,40000,993,10100,8926,9748,0
6442,70000,2,2,2,24,0,0,0,0,0,0,29261,68852,69390,64457,66021,67267,3000,2521,2400,2600,2614,2376,0
6443,360000,2,1,1,27,-2,-2,-2,-2,-2,-2,0,0,7365,0,0,0,0,7365,0,0,0,8665,0
6444,190000,2,2,2,32,0,0,0,0,0,0,27044,106812,108464,108829,110557,106082,3309,5400,4100,4100,4100,4200,0
6445,180000,2,2,2,48,0,0,0,0,0,-1,19154,116394,113245,48888,40241,49923,5000,2657,978,805,52169,1600,0
6446,2e+05,2,1,1,45,-1,-1,-1,-1,-2,-1,18432,1890,3699,367,-1530,4812,2000,3712,379,1217,9652,16,1
6447,50000,2,5,1,46,-1,-1,-1,-1,-1,-2,6458,4405,0,2776,0,0,1894,0,2776,0,0,0,0
6448,290000,2,1,1,47,-1,-1,-1,-1,-1,-1,64315,12332,3979,7139,6448,1476,4449,4690,7160,6471,1476,6078,0
6449,30000,2,2,2,22,0,0,0,0,0,0,16883,12245,12974,14192,14096,7045,1500,1392,2000,389,1000,140,0
6450,20000,2,3,2,22,0,0,0,0,0,0,20755,47831,48764,47109,39415,39920,1500,1829,1924,1308,1480,1171,1
6451,50000,2,2,1,23,0,0,0,0,0,0,33675,34437,28709,28386,28361,28449,2005,3000,3548,2500,2000,2000,0
6452,70000,2,1,2,23,0,0,0,0,0,-1,10559,3277,11335,9341,6451,3592,1577,10341,0,0,3592,3911,0
6453,230000,1,1,1,46,-1,-1,-1,-1,0,0,102087,4567,6242,24353,20219,23163,4557,6443,24353,10219,13163,5909,0
6454,70000,2,2,1,23,0,0,0,2,2,0,33343,43427,30408,30632,30021,30445,2000,4300,1000,0,2000,1500,0
6455,2e+05,2,2,1,25,0,0,0,0,0,0,32822,120775,112784,114794,105248,107130,5000,4030,4211,3798,4000,4327,0
6456,150000,2,1,2,28,1,2,2,2,2,2,15001,54694,55297,55788,57146,58351,2100,2100,2000,2400,2300,2315,0
6457,320000,2,1,2,32,1,-1,0,0,-2,-1,25700,1042,4064,-8,-8,402,7600,3057,0,0,410,0,0
6458,30000,2,4,1,36,-2,-2,-2,-2,-2,-2,27855,0,0,0,0,0,1700,0,0,0,0,0,0
6459,2e+05,2,2,2,28,1,-2,-1,0,0,-1,6817,0,11905,8350,2428,4662,0,11905,200,49,4662,6278,0
6460,150000,1,3,2,47,0,0,0,0,2,0,20117,69935,72031,77597,72079,66310,2037,4000,7501,0,3001,10000,0
6461,360000,2,3,1,54,-1,-1,0,0,-1,-1,127794,65757,65201,39281,80561,19302,9391,1628,196,80962,19395,13452,0
6462,70000,1,2,1,45,-2,-2,-2,-2,-2,-2,36201,390,390,390,285,-105,1700,390,390,285,0,1668,0
6463,2e+05,2,1,2,52,-1,-1,-1,-1,-2,-2,11805,0,930,0,0,0,4508,930,0,0,0,0,0
6464,2e+05,2,2,2,34,-1,-1,-1,-1,-1,-1,18941,11842,7918,13780,12297,12752,3179,8000,13780,12300,12752,6000,0
6465,150000,1,2,2,29,0,0,0,0,0,0,26846,121004,118774,91369,88015,88087,4000,3740,3215,3300,3405,3303,0
6466,380000,2,1,2,34,0,0,0,0,0,0,151400,245882,228275,227974,185431,107493,15000,10008,10000,20000,25000,3500,0
6467,210000,2,2,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
6468,2e+05,1,1,2,27,1,-1,-1,-1,-1,-1,10000,7203,5360,4481,10330,5599,3000,5395,4503,10381,5627,4935,0
6469,340000,2,5,1,27,0,0,0,0,0,0,83369,283173,282231,216946,216403,218209,7000,11031,8000,8000,8300,7500,0
6470,2e+05,1,1,2,34,-1,-1,-1,-1,-1,-2,11509,451,-1,605,-5,-5,1400,0,606,0,0,0,0
6471,50000,2,3,1,34,0,0,2,2,-2,-2,6933,4899,697,-1373,-1773,-1773,1603,0,1373,0,0,1040,0
6472,450000,2,2,2,48,-1,-1,-1,-1,-1,-1,317024,68781,58436,9536,8302,64460,15000,58436,9536,58302,64460,14000,0
6473,50000,1,2,1,43,0,0,0,0,0,0,28120,28924,29521,29876,30201,15611,1500,1472,1217,1347,558,550,0
6474,150000,2,2,2,23,-1,0,0,0,0,0,13122,32555,32292,32372,31202,31688,1138,2301,2379,2202,2688,2110,0
6475,290000,2,1,2,29,1,2,0,0,0,0,190453,227802,215320,177965,171201,164834,8266,6918,5295,4805,5002,3005,0
6476,360000,1,2,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
6477,280000,1,1,2,29,0,0,0,-1,-1,2,130874,11150,6298,138307,149548,148632,10480,1001,138307,16996,5010,96,0
6478,270000,2,1,2,32,-1,0,0,0,0,0,181387,100291,108245,109006,117195,121246,9647,10000,10000,10001,6000,38000,0
6479,30000,1,3,2,29,0,0,2,0,0,-1,24065,7344,5420,4104,1596,1594,1650,0,1596,0,1594,0,1
6480,80000,1,2,1,40,-1,-1,-1,-1,-1,-1,19084,390,390,390,390,390,2252,390,390,390,390,390,0
6481,230000,2,2,1,24,1,-1,0,0,0,0,59891,65064,66102,54275,51791,52928,7080,3114,4016,2000,2000,2000,0
6482,50000,1,1,1,23,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
6483,250000,1,2,2,26,0,0,0,0,0,0,43098,136185,139013,140035,146365,148961,5000,6900,5100,10000,5500,6700,0
6484,1e+05,2,2,1,46,-1,-1,-1,-2,-1,-1,14925,1848,0,0,1542,3498,1032,0,0,1542,3498,8095,1
6485,210000,2,4,2,25,0,0,0,0,-2,-2,17697,21612,5259,-243,-243,-243,2904,2000,0,0,0,0,0
6486,30000,1,3,2,25,0,0,0,0,2,2,16457,47713,44006,29737,30615,29975,2001,2300,2500,1500,0,1000,0
6487,20000,2,3,1,45,2,0,0,0,0,0,16757,12451,11176,6934,11203,7737,1600,1006,144,10000,308,2000,1
6488,80000,2,2,1,26,0,0,0,0,0,-2,37547,32066,31875,18686,0,0,2426,1720,1002,0,0,0,1
6489,270000,2,1,2,39,-1,0,0,0,-2,-2,84133,5642,8689,-131,-131,-131,8200,5026,0,0,0,0,0
6490,240000,2,2,2,31,1,2,0,0,0,0,32236,58348,59530,60668,59786,130890,4000,2150,2116,65,72460,5000,1
6491,30000,1,3,1,34,0,0,0,0,0,0,12214,6198,22456,19776,9433,7487,1363,19776,1096,572,645,0,0
6492,320000,1,2,1,38,0,0,0,2,2,2,69011,171685,181780,177363,189423,188567,6026,14500,0,15150,7700,0,0
6493,50000,2,2,1,40,2,2,3,3,2,2,17962,29906,30604,29834,29936,29862,1500,1500,0,1100,1000,0,1
6494,60000,1,2,2,34,2,2,0,0,0,-1,14536,56388,53813,22667,23488,20022,2000,2061,0,821,21414,703,0
6495,90000,2,2,2,35,-2,-2,-2,-2,-2,-2,36891,2573,-77,-77,1823,227,2805,0,0,1900,230,0,0
6496,30000,2,5,1,28,0,0,0,0,0,-2,25000,9608,12025,16025,0,0,1368,3000,4000,0,0,0,0
6497,50000,1,3,1,46,0,0,0,0,0,0,8544,7161,8234,8595,8955,9305,1200,1200,500,500,500,500,0
6498,270000,2,2,1,40,0,0,2,0,0,0,109424,191540,192422,150300,92391,93119,8000,6000,6000,4000,4000,3300,0
6499,1e+05,2,2,2,32,-2,-2,-2,-1,0,0,43810,174,1684,1581,2381,2381,2816,1689,1581,800,0,0,0
6500,280000,2,2,2,26,0,0,0,0,2,0,7160,144306,141949,141345,136379,126211,3000,19000,10400,0,4931,9100,0
6501,20000,1,3,1,47,0,0,2,0,0,2,6087,9119,8826,8849,9567,9265,1046,0,318,862,0,502,1
6502,80000,2,5,1,54,0,0,0,0,0,0,13038,90403,92245,94082,96050,97963,0,3343,3366,3483,3507,3628,0
6503,80000,2,3,2,29,-1,-1,-1,-2,-2,-2,17614,738,0,0,0,0,1894,0,0,0,0,0,0
6504,50000,1,2,1,36,1,-2,-2,-2,-2,-1,0,0,0,0,0,2949,0,0,0,0,2322,0,0
6505,130000,1,2,2,32,-1,-1,-1,-1,-1,-1,78929,9362,11109,9471,11132,9633,2500,11119,9473,11140,9636,23635,0
6506,1e+05,2,2,1,42,-1,-1,-1,-1,-1,-1,29339,326,326,326,326,326,3000,326,326,326,326,326,1
6507,20000,1,2,2,52,1,2,0,0,0,2,18485,5653,6747,7859,7464,7199,1800,1200,1200,1200,0,1200,0
6508,150000,2,2,2,24,-1,-1,-2,-1,0,-1,18653,0,0,4135,814,2294,1500,0,4135,0,2294,7368,0
6509,250000,2,2,2,36,0,0,0,0,-2,-1,30400,21094,12675,5803,5841,2227,6747,5004,28,2033,3130,94593,0
6510,20000,1,2,2,25,2,2,3,3,3,3,15908,1050,1050,1050,1050,1050,1498,0,0,0,0,0,1
6511,80000,1,1,2,38,0,0,0,0,0,0,43030,23346,18361,10434,7387,3300,2567,1011,8,111,3509,0,0
6512,120000,2,2,1,61,-1,-1,-1,-1,-1,-1,2932,0,780,387,-3,4540,416,780,387,0,4543,1386,0
6513,360000,1,3,2,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
6514,140000,2,1,1,41,-1,2,-1,-1,0,-1,31422,390,390,780,390,390,2000,390,780,0,390,390,0
6515,290000,2,2,1,48,1,2,0,0,0,0,190453,285272,288543,209443,132211,133946,10000,14000,9000,5000,5000,5000,1
6516,80000,1,2,1,41,0,0,0,0,0,0,17287,48725,29600,20150,19232,17143,2000,1600,2004,2000,1000,4000,1
6517,20000,2,2,3,38,0,0,0,-1,0,0,780,2797,0,1660,660,660,0,0,1660,0,0,0,0
6518,50000,1,2,2,27,2,-1,-1,0,0,0,19830,553,1074,35783,35488,36020,1800,1074,35000,1300,1400,1300,0
6519,50000,1,3,2,22,0,0,0,0,0,0,18551,18541,18270,16992,19025,35744,1440,1600,2400,3800,739,2000,1
6520,150000,1,1,2,37,-2,-2,-2,-2,-2,-2,3022,0,0,0,0,0,2260,0,0,0,0,0,0
6521,210000,2,1,2,37,0,0,2,0,0,-2,14023,12509,12784,12584,0,0,3492,700,0,0,0,0,1
6522,50000,2,3,2,24,0,0,0,0,0,0,28871,61319,56550,43279,28289,28013,1678,1593,1348,1012,1016,1007,1
6523,250000,2,1,2,26,-1,-1,-1,-1,0,-1,74919,125,416,190,190,66,5059,418,190,0,66,151,0
6524,80000,1,2,1,36,0,0,0,0,0,0,26446,47239,48258,49218,99677,51738,2145,1803,1763,1843,4654,2297,0
6525,30000,1,2,1,33,0,0,0,0,0,0,20873,24195,25286,25807,26350,27409,2000,1500,942,959,1500,946,0
6526,210000,2,2,1,30,0,0,0,0,0,-1,180387,156122,11733,9620,0,4520,8984,10000,2000,0,4520,2500,0
6527,50000,2,1,2,24,-1,2,-1,0,0,-1,28120,316,948,632,316,1096,1500,948,0,0,1096,0,0
6528,70000,2,2,1,49,1,2,2,2,2,2,34983,40185,42887,31745,32211,25836,2000,3500,0,4500,0,1500,0
6529,10000,2,5,2,23,0,0,0,0,0,0,600,41194,42197,42726,43802,42761,0,2000,1502,1737,1500,5050,1
6530,50000,2,2,2,23,0,0,0,0,0,0,16354,17451,18141,18239,18302,18337,176,1600,1000,663,654,651,0
6531,150000,1,3,1,61,1,-2,-2,-2,-2,-2,1379,0,0,0,0,0,0,0,0,0,0,0,1
6532,80000,1,2,2,28,-1,2,-1,-1,-2,-1,5053,3260,678,0,0,678,2000,678,0,0,678,0,0
6533,180000,2,2,1,36,-1,-1,-1,-1,-1,-1,2500,0,5448,632,0,646,0,5448,632,0,646,0,0
6534,30000,1,2,2,27,0,-1,0,-1,-1,-2,10704,2530,1845,3169,240,930,1290,1205,3274,630,1080,0,0
6535,230000,1,1,1,35,0,0,0,0,0,0,32179,38528,34688,30542,61032,23711,4600,2000,3000,1000,6000,8753,0
6536,80000,2,2,1,26,0,0,0,0,0,0,38074,4711,3996,6007,3260,0,2000,1000,2011,503,0,0,0
6537,120000,2,2,1,29,0,0,0,0,0,0,34604,50095,49057,17426,17789,18003,1594,2409,769,792,659,631,0
6538,230000,2,1,1,40,-1,-1,-1,-1,0,-1,106396,1160,10600,51571,28310,14482,5002,10646,51571,0,14482,12874,0
6539,150000,2,2,2,28,-1,-1,-1,-2,-1,-1,21842,375,-250,-125,609,362,2500,0,0,4000,3000,9000,0
6540,160000,2,1,2,28,0,0,2,2,2,2,64937,80033,78145,80584,81693,78470,3000,0,6000,3000,0,5100,1
6541,1e+05,1,1,2,31,2,2,2,2,2,2,19758,57751,59200,57558,52992,61325,1837,4770,2250,0,50000,0,1
6542,50000,2,3,1,52,-1,-1,-1,-1,-1,-1,24002,0,1672,453,2129,1414,1832,1672,453,2129,1414,1961,0
6543,150000,2,3,1,52,0,0,0,0,0,0,52692,118439,118437,116456,116957,119366,396,4500,4120,4388,4500,4350,0
6544,290000,2,1,1,43,-1,-1,-1,-1,-1,-1,20873,3662,7719,4437,2912,6368,5007,7759,4451,2915,6383,9025,0
6545,430000,1,3,1,32,0,0,0,0,0,0,290301,191329,92915,52341,51739,55079,17000,4500,2000,2100,4400,2934,0
6546,170000,2,2,1,60,-1,-1,-1,-1,-1,-1,37624,396,461,396,546,396,2115,461,396,546,396,396,0
6547,50000,1,2,2,26,0,0,0,0,0,2,41897,41996,43296,44187,49132,48191,0,2000,1608,5684,0,2000,0
6548,150000,2,2,1,36,0,0,0,0,-1,-1,69353,45813,44309,27428,2013,4724,3500,1200,2618,2013,4724,0,0
6549,70000,2,1,2,46,0,0,0,0,0,0,13243,7698,6005,6411,3125,3164,1315,1039,1000,123,101,48,0
6550,70000,1,1,2,23,0,0,0,0,0,0,9608,6841,7853,8565,9565,12065,780,1288,1000,1000,2500,1000,0
6551,50000,1,2,2,24,1,3,2,0,-1,-1,44400,50946,22740,2314,1823,18839,1524,0,0,1823,18839,641,1
6552,160000,2,2,2,27,0,0,0,0,0,-1,64937,22378,24836,32816,42816,8938,3000,3000,10000,10000,8938,2000,1
6553,90000,2,3,2,30,0,0,0,0,0,0,30400,2778,4734,6642,8520,9869,2000,2000,2000,2000,1500,2000,1
6554,60000,1,3,1,43,-1,-1,-1,-1,-2,-2,19225,1230,2910,0,0,0,2410,2910,0,0,0,0,0
6555,150000,1,1,2,28,-2,-2,-2,-2,-2,-1,69353,0,0,0,225,35173,3500,0,0,225,24815,10250,0
6556,70000,1,1,2,38,1,2,0,0,0,2,28440,23497,24817,25602,26535,26947,2000,1715,1500,1500,1000,4670,0
6557,20000,1,2,2,22,3,2,2,3,2,2,9534,15474,19739,19194,38414,19200,1500,4900,0,800,800,500,1
6558,1e+05,1,3,1,50,2,0,-1,0,-1,-1,19363,1182,1076,696,1012,530,2000,1076,0,1012,530,696,1
6559,80000,2,3,2,30,-1,-1,-1,-1,-1,-2,14381,6792,0,3180,2682,0,2039,0,3180,2682,0,5593,0
6560,2e+05,2,2,1,32,0,0,0,0,0,0,19954,46226,36089,34158,22872,22592,2900,3000,3000,1500,1500,2000,1
6561,120000,2,2,3,43,0,0,0,0,0,0,34983,47496,48307,49272,49016,43127,2000,1667,1632,1664,1880,1059,0
6562,280000,1,1,1,63,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
6563,280000,2,2,2,29,0,0,0,0,0,0,114133,141926,135741,126197,118340,110557,6500,7000,5000,5000,5000,5000,0
6564,160000,1,1,1,39,0,0,0,0,0,0,16757,68750,59186,48178,46197,48444,3000,7172,10000,1662,3000,1350,0
6565,60000,1,2,2,31,0,0,0,0,0,2,44912,54361,55395,56416,58792,56130,2000,2557,2500,4500,0,2000,0
6566,2e+05,1,2,2,28,0,0,0,0,0,0,9000,81976,83338,90031,93692,96100,2063,4000,8000,5000,4000,5500,0
6567,50000,2,2,1,32,0,0,0,0,0,2,47843,24158,10091,5905,6210,4302,2000,1036,309,500,0,1000,1
6568,60000,2,1,2,25,0,0,-1,-1,-2,-2,28658,0,790,3696,6696,5724,1383,790,3696,3000,5724,2271,0
6569,70000,2,2,2,48,-2,-2,-2,-1,0,0,9097,51158,29452,1696,38585,38884,1500,1675,1696,38000,1500,1400,0
6570,50000,1,2,2,48,3,2,0,0,0,0,18516,12029,11738,11011,9888,10076,1500,1158,373,365,359,1111,1
6571,50000,2,2,1,56,1,-1,-1,-1,-1,-1,18684,697,-3,1186,-4,1633,2000,0,1579,0,1637,4844,0
6572,30000,2,2,1,22,0,0,0,0,0,0,26806,28219,27764,27973,28576,12135,1524,1500,700,700,500,1000,0
6573,120000,2,1,2,26,0,0,0,0,0,0,47121,33521,34443,31223,31723,32505,3780,1810,1300,1152,1310,1197,0
6574,150000,2,2,1,33,0,-1,0,0,-1,-1,51959,8480,2420,0,682,0,3000,1001,0,682,0,0,0
6575,220000,1,1,1,38,-2,-2,-2,-2,-2,-2,0,2645,-10,4115,1315,0,0,0,4125,1315,0,0,0
6576,20000,2,2,2,23,0,0,0,0,2,2,20117,13063,14337,15596,15204,17149,1306,1500,1500,0,2200,0,1
6577,240000,1,3,1,31,-1,-1,-1,-1,-1,-1,0,2466,0,462,0,3069,0,0,462,0,3069,280,0
6578,350000,2,1,1,41,0,0,0,0,0,0,55237,100050,102324,104697,103202,94360,5388,4000,4000,4115,4000,3690,0
6579,5e+05,2,1,1,41,-1,-1,-2,-2,-1,-1,686,0,0,0,74731,0,4988,0,0,74731,0,0,0
6580,50000,2,2,2,25,2,2,2,0,0,0,17938,50887,19345,19152,18953,19388,1500,0,1000,1000,900,900,1
6581,50000,1,1,2,25,0,0,0,0,0,0,20035,5328,18428,19709,19833,19376,2500,15000,2000,1000,900,1000,0
6582,280000,1,3,1,40,2,3,3,2,2,2,94745,217347,217329,211132,219202,223434,6090,5000,0,16000,8000,0,1
6583,3e+05,1,2,2,29,2,2,2,2,2,2,47333,174082,177684,180259,183704,186507,4000,8000,7000,6500,6000,5600,1
6584,2e+05,2,2,2,27,-1,-1,2,0,0,-1,4810,2250,823,823,-658,1266,2252,0,0,0,1924,0,1
6585,210000,2,1,2,36,-1,-1,-1,-1,-1,-1,83756,12722,4948,13100,10854,7537,4054,7256,13100,10854,7537,3710,0
6586,2e+05,1,2,2,26,2,2,2,2,-2,-2,18432,101755,90684,23000,25000,0,2000,560,0,2000,0,53528,0
6587,220000,1,3,1,42,-1,-1,-1,0,-1,-1,13038,1815,22648,19433,16708,24047,2193,22674,95,16790,24283,17387,0
6588,230000,2,6,3,38,0,0,0,-1,-1,-1,94529,293875,296257,232,-94,143864,4800,8034,232,94,145935,5000,0
6589,3e+05,1,1,1,47,0,-1,0,0,0,-1,58719,8337,9696,14332,21446,9476,6015,5000,8500,10000,9476,7000,0
6590,360000,2,1,1,34,-1,0,0,-1,0,-1,61743,1479,2940,3160,4160,883,5000,1500,3160,1000,883,28000,0
6591,230000,2,2,1,42,-2,-2,-1,0,0,0,12521,641,1290,1319,694,697,5000,1290,29,0,3,703,0
6592,70000,2,2,1,41,2,0,0,0,-1,0,33343,31392,27315,-60,28890,29168,1626,1000,0,30070,1180,1000,0
6593,470000,1,1,1,45,-2,-2,-2,-2,-2,-2,139983,130751,43890,38759,46834,28408,304815,43919,38787,46834,28408,63001,0
6594,50000,1,2,2,56,0,0,0,0,0,0,47425,49128,49348,44932,19559,18859,2000,1997,1943,693,683,680,0
6595,70000,2,1,2,24,-1,2,-1,-1,-1,-1,6283,887,890,382,2786,2557,1900,893,382,2794,2561,77004,0
6596,120000,2,2,2,23,2,3,2,2,0,0,8823,81516,80146,61392,60325,60469,399,2000,0,3091,2400,2000,0
6597,30000,2,2,2,50,0,0,0,0,0,0,6933,15433,15683,16050,17401,17573,2244,3000,1000,2000,1000,1000,0
6598,360000,2,1,2,27,0,0,0,0,0,0,81191,74766,79012,74349,77504,90032,7565,10027,3001,5004,15000,5039,0
6599,2e+05,1,1,2,33,0,0,0,0,-2,-2,113796,27044,24007,0,0,0,5003,1006,0,0,0,0,0
6600,80000,1,2,2,30,0,0,0,0,0,0,49139,53862,39505,45373,46641,47569,2000,1672,10000,2000,1704,1920,0
6601,50000,1,2,2,24,1,3,2,2,3,2,7702,7455,7187,8367,7945,7669,1315,0,1300,0,0,1000,0
6602,2e+05,1,3,1,50,0,0,0,0,-1,0,18432,32320,22528,10502,82823,52624,2000,1565,212,82902,2008,1177,0
6603,70000,2,2,2,38,0,0,0,0,0,0,33343,27027,24459,23161,22282,20537,1626,1319,773,787,757,615,0
6604,140000,2,2,1,40,0,0,0,0,0,0,36891,23382,21522,8815,4280,0,2300,1128,4280,0,0,0,0
6605,30000,2,3,3,27,0,0,2,2,-1,-1,4158,20482,19693,11932,1280,0,1500,0,239,3380,0,0,0
6606,150000,1,1,1,43,0,0,0,0,0,0,13785,45756,46680,47926,49028,49561,3200,2000,2000,2001,2014,1605,0
6607,260000,2,1,2,36,0,0,0,0,0,0,107314,110114,112189,114503,117031,112857,7000,4000,4000,4200,8790,4200,0
6608,30000,2,2,2,27,4,3,2,0,0,0,21697,21127,20332,19932,19932,7080,0,0,0,0,0,0,0
6609,10000,2,2,2,22,0,0,0,0,0,2,6106,7145,8144,8861,10104,9803,1200,1283,1000,1535,0,1000,0
6610,5e+05,1,1,1,47,-2,-2,-2,-2,-2,-2,185738,82842,77628,52294,0,0,50000,79192,57145,0,0,0,0
6611,80000,2,3,2,27,0,0,0,0,0,0,6480,28193,30790,21200,21810,13629,1446,5000,5000,1000,4000,6587,0
6612,130000,2,1,2,25,0,0,0,0,0,0,68839,38190,39322,40260,41458,42251,4000,2071,1591,2000,1632,10000,0
6613,140000,1,1,2,33,-1,-1,-1,-1,-1,-1,902,291,291,291,291,291,1589,291,291,291,291,291,0
6614,30000,2,2,2,25,0,0,0,0,0,0,19269,8265,9436,10123,10335,10691,1142,1313,1000,375,528,600,0
6615,360000,2,2,2,31,0,0,0,0,0,0,67864,137702,77683,163040,86008,88575,5800,3000,7152,8000,4000,4000,0
6616,30000,1,3,2,34,-1,-1,-1,-1,-1,-1,4158,326,326,326,476,326,1500,326,326,476,326,326,1
6617,80000,2,3,2,52,0,0,0,0,0,0,14617,67243,67533,28653,29253,26185,1414,1751,969,1004,938,1122,0
6618,90000,1,2,2,26,2,0,0,0,0,2,852,30516,39584,43581,48458,17129,1500,10000,5000,6000,0,2000,0
6619,310000,1,2,2,37,-1,-1,0,0,0,-1,4358,40927,28306,31578,21195,11776,2000,1210,10015,10009,11783,110306,0
6620,2e+05,2,2,2,48,-2,-2,-2,-2,-2,-2,42441,0,2417,470,4690,0,3663,2417,470,4690,0,18774,0
6621,260000,2,1,1,38,-2,-1,-1,-2,-2,-2,34494,3074,0,688,2605,377,4300,691,0,2613,378,693,0
6622,50000,2,2,1,41,2,2,2,0,0,0,31214,36711,28415,18459,16077,12428,524,0,640,660,296,60,1
6623,60000,2,3,1,45,0,0,0,0,0,0,17524,33963,33807,2966,1223,0,1988,1900,59,24,0,0,0
6624,10000,2,2,2,24,1,2,0,0,2,0,8000,5786,10471,11542,11216,14834,1229,5000,1550,0,4000,4026,1
6625,220000,2,1,2,30,-1,-1,-1,-1,-1,2,8909,3403,5990,7767,42731,33266,2627,5990,7767,40645,0,4622,0
6626,240000,1,1,2,27,0,0,0,0,-1,2,32236,4748,7013,7722,732,291,4000,2873,1000,882,0,0,0
6627,250000,2,2,2,40,0,0,0,0,0,0,191262,82803,79894,73984,137370,132889,10000,10000,10000,80000,7000,6000,0
6628,50000,2,2,1,37,5,4,4,3,2,2,29965,59966,58411,58868,55232,58430,1700,0,2001,0,4301,2000,0
6629,360000,1,2,1,31,-1,-1,-1,-1,-1,-1,1192,7917,9645,11865,13133,4702,4,9683,11916,13191,4717,9354,0
6630,30000,2,3,1,44,2,2,2,2,2,2,12214,20696,20071,21432,21704,21205,1363,0,2000,760,0,2000,1
6631,160000,2,2,2,35,0,0,0,0,0,0,5625,72047,67080,68660,69411,2855,390,3000,3700,3500,1000,68074,0
6632,180000,1,1,2,29,-2,-2,-2,-2,-2,-2,24724,6917,831,6469,5138,7810,3300,833,6488,5153,7833,7130,0
6633,80000,1,2,2,28,0,0,0,0,0,2,17562,44354,45372,46317,51292,50316,2000,2055,2000,5913,0,2100,0
6634,110000,2,2,1,34,0,0,-2,-1,0,0,40509,0,0,6398,15218,24901,2000,0,6398,9000,10000,500,0
6635,20000,2,2,2,37,-1,0,0,0,0,-1,7429,7400,6770,5163,3575,390,1156,1000,103,72,400,0,0
6636,20000,1,2,2,24,2,2,0,0,2,0,10928,14638,15582,17809,17385,18437,1500,1500,2500,0,1500,1500,1
